"simname","ncs","cid","hab","metric","value"
"RealLandsTest",20,10,"habitat_a","ta",NA
"RealLandsTest",20,10,"habitat_a","tna",43222025643.8451
"RealLandsTest",20,10,"habitat_a","tnpatch",4
"RealLandsTest",20,10,"habitat_a","tnperim",1666941.21493191
"RealLandsTest",20,10,"habitat_a","tnndf",3830476.82546385
