"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
"all",0,NA,"foc_ha",2.56,"landscape",19,80,1,50
"all",0,NA,"npatch",16,"landscape",19,80,1,50
"all",0,NA,"tpa_ha",0.1434,"landscape",19,80,1,50
"all",0,NA,"mnpa_ha",0.0089625,"landscape",19,80,1,50
"all",0,10,"MPCraw",3348.79770313973,"landscape",19,80,1,50
"all",0,10,"MPCdens",2.33528431181292,"landscape",19,80,1,50
"all",0,10,"MPCrmax",0.000817577564243099,"landscape",19,80,1,50
"all",0,100,"MPCraw",9889.91963797774,"landscape",19,80,1,50
"all",0,100,"MPCdens",6.89673614921739,"landscape",19,80,1,50
"all",0,100,"MPCrmax",0.00241453116161566,"landscape",19,80,1,50
"all",0,500,"MPCraw",13321.6162546549,"landscape",19,80,1,50
"all",0,500,"MPCdens",9.28983002416659,"landscape",19,80,1,50
"all",0,500,"MPCrmax",0.0032523477184216,"landscape",19,80,1,50
"all",0,10,"MPCpimp",0.148002369414674,"landscape",19,80,1,50
"all",0,100,"MPCpimp",0.238024837810603,"landscape",19,80,1,50
"all",0,500,"MPCpimp",0.240380322302278,"landscape",19,80,1,50
"all",0,10,"ECA",601.041039189454,"landscape",19,80,1,50
"all",0,10,"ECA_AP",0.419136010592367,"landscape",19,80,1,50
"all",0,100,"ECA",1176.98532869456,"landscape",19,80,1,50
"all",0,100,"ECA_AP",0.820770801042229,"landscape",19,80,1,50
"all",0,500,"ECA",1372.58222258209,"landscape",19,80,1,50
"all",0,500,"ECA_AP",0.957170308634649,"landscape",19,80,1,50
"all",0,10,"ECAimp",5.11083443261049,"landscape",19,80,1,50
"all",0,100,"ECAimp",6.12972541141669,"landscape",19,80,1,50
"all",0,500,"ECAimp",6.22684513923183,"landscape",19,80,1,50
"all",0,10,"BC",9.3125,"landscape",19,80,1,50
"all",0,10,"ND",7.75,"landscape",19,80,1,50
"all",0,100,"BC",20.1875,"landscape",19,80,1,50
"all",0,100,"ND",15,"landscape",19,80,1,50
"all",0,500,"BC",20.1875,"landscape",19,80,1,50
"all",0,500,"ND",15,"landscape",19,80,1,50
"all",0,NA,"NND",5.76970787967541,"landscape",19,80,1,50
"all",0,NA,"eucdist",6.09432559426129,"landscape",19,80,1,50
