"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
1,0,NA,"eucdist",4.4721360206604,"pixel",1,80,1,50
2,0,NA,"eucdist",3.60555124282837,"pixel",1,80,1,50
3,0,NA,"eucdist",2.82842707633972,"pixel",1,80,1,50
4,0,NA,"eucdist",2.2360680103302,"pixel",1,80,1,50
5,0,NA,"eucdist",1.41421353816986,"pixel",1,80,1,50
6,0,NA,"eucdist",1,"pixel",1,80,1,50
7,0,NA,"eucdist",0,"pixel",1,80,1,50
8,0,NA,"eucdist",0,"pixel",1,80,1,50
9,0,NA,"eucdist",0,"pixel",1,80,1,50
10,0,NA,"eucdist",0,"pixel",1,80,1,50
11,0,NA,"eucdist",0,"pixel",1,80,1,50
12,0,NA,"eucdist",0,"pixel",1,80,1,50
13,0,NA,"eucdist",0,"pixel",1,80,1,50
14,0,NA,"eucdist",1,"pixel",1,80,1,50
15,0,NA,"eucdist",1,"pixel",1,80,1,50
16,0,NA,"eucdist",0,"pixel",1,80,1,50
17,0,NA,"eucdist",0,"pixel",1,80,1,50
18,0,NA,"eucdist",0,"pixel",1,80,1,50
19,0,NA,"eucdist",0,"pixel",1,80,1,50
20,0,NA,"eucdist",0,"pixel",1,80,1,50
21,0,NA,"eucdist",0,"pixel",1,80,1,50
22,0,NA,"eucdist",0,"pixel",1,80,1,50
23,0,NA,"eucdist",0,"pixel",1,80,1,50
24,0,NA,"eucdist",0,"pixel",1,80,1,50
25,0,NA,"eucdist",0,"pixel",1,80,1,50
26,0,NA,"eucdist",0,"pixel",1,80,1,50
27,0,NA,"eucdist",1,"pixel",1,80,1,50
28,0,NA,"eucdist",2,"pixel",1,80,1,50
29,0,NA,"eucdist",3,"pixel",1,80,1,50
30,0,NA,"eucdist",4,"pixel",1,80,1,50
31,0,NA,"eucdist",5,"pixel",1,80,1,50
32,0,NA,"eucdist",6,"pixel",1,80,1,50
33,0,NA,"eucdist",6.40312433242798,"pixel",1,80,1,50
34,0,NA,"eucdist",5.65685415267944,"pixel",1,80,1,50
35,0,NA,"eucdist",5,"pixel",1,80,1,50
36,0,NA,"eucdist",4.4721360206604,"pixel",1,80,1,50
37,0,NA,"eucdist",4.12310552597046,"pixel",1,80,1,50
38,0,NA,"eucdist",4,"pixel",1,80,1,50
