"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
"all",0,NA,"foc_ha",2.56,"landscape",33,80,1,50
"all",0,NA,"npatch",26,"landscape",33,80,1,50
"all",0,NA,"tpa_ha",0.2313,"landscape",33,80,1,50
"all",0,NA,"mnpa_ha",0.00889615384615385,"landscape",33,80,1,50
"all",0,10,"MPCraw",2956.01494143213,"landscape",33,80,1,50
"all",0,10,"MPCdens",1.27800040701778,"landscape",33,80,1,50
"all",0,10,"MPCrmax",0.000721683335310578,"landscape",33,80,1,50
"all",0,100,"MPCraw",13718.9563807279,"landscape",33,80,1,50
"all",0,100,"MPCdens",5.9312392480449,"landscape",33,80,1,50
"all",0,100,"MPCrmax",0.00334935458513864,"landscape",33,80,1,50
"all",0,500,"MPCraw",20133.073485768,"landscape",33,80,1,50
"all",0,500,"MPCdens",8.70431192640209,"landscape",33,80,1,50
"all",0,500,"MPCrmax",0.00491530114398634,"landscape",33,80,1,50
"all",0,10,"MPCpimp",0.128993975797471,"landscape",33,80,1,50
"all",0,100,"MPCpimp",0.191484902052695,"landscape",33,80,1,50
"all",0,500,"MPCpimp",0.193038582481212,"landscape",33,80,1,50
"all",0,10,"ECA",764.253962983139,"landscape",33,80,1,50
"all",0,10,"ECA_AP",0.330416758747574,"landscape",33,80,1,50
"all",0,100,"ECA",1797.35539919868,"landscape",33,80,1,50
"all",0,100,"ECA_AP",0.777066752788014,"landscape",33,80,1,50
"all",0,500,"ECA",2189.6070465238,"landscape",33,80,1,50
"all",0,500,"ECA_AP",0.946652419595244,"landscape",33,80,1,50
"all",0,10,"ECAimp",3.18396957085479,"landscape",33,80,1,50
"all",0,100,"ECAimp",3.79350482459397,"landscape",33,80,1,50
"all",0,500,"ECAimp",3.83680222638264,"landscape",33,80,1,50
"all",0,10,"BC",16.2307692307692,"landscape",33,80,1,50
"all",0,10,"ND",9.30769230769231,"landscape",33,80,1,50
"all",0,100,"BC",41.3461538461538,"landscape",33,80,1,50
"all",0,100,"ND",25,"landscape",33,80,1,50
"all",0,500,"BC",41.3461538461538,"landscape",33,80,1,50
"all",0,500,"ND",25,"landscape",33,80,1,50
"all",0,NA,"NND",4.94991802518498,"landscape",33,80,1,50
"all",0,NA,"eucdist",8.02987459717375,"landscape",33,80,1,50
