"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
27,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
32,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
36,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
48,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
55,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
58,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
37,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
45,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
15,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
28,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
9,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
21,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
49,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
20,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
6,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
1,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
52,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
44,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
25,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
17,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
23,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
53,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
60,0,NA,"pa_ha",0.0021,"patch",27,80,1,50
2,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
47,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
35,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
5,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
10,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
18,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
26,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
41,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
30,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
24,0,NA,"pa_ha",0.0097,"patch",27,80,1,50
62,0,NA,"pa_ha",5e-04,"patch",27,80,1,50
16,0,NA,"pa_ha",0.0092,"patch",27,80,1,50
12,0,NA,"pa_ha",0.0085,"patch",27,80,1,50
22,0,NA,"pa_ha",0.0085,"patch",27,80,1,50
27,0,10,"MPCpimp",0.0185744039271298,"patch",27,80,1,50
32,0,10,"MPCpimp",0.0232952179378714,"patch",27,80,1,50
36,0,10,"MPCpimp",0.0272276237773303,"patch",27,80,1,50
