"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
"all",0,NA,"foc_ha",2.56,"landscape",3,80,1,50
"all",0,NA,"npatch",18,"landscape",3,80,1,50
"all",0,NA,"tpa_ha",0.1664,"landscape",3,80,1,50
"all",0,NA,"mnpa_ha",0.00924444444444444,"landscape",3,80,1,50
"all",0,10,"MPCraw",3484.30497046613,"landscape",3,80,1,50
"all",0,10,"MPCdens",2.09393327552051,"landscape",3,80,1,50
"all",0,10,"MPCrmax",0.000850660393180209,"landscape",3,80,1,50
"all",0,100,"MPCraw",11278.6535954747,"landscape",3,80,1,50
"all",0,100,"MPCdens",6.77803701651124,"landscape",3,80,1,50
"all",0,100,"MPCrmax",0.00275357753795769,"landscape",3,80,1,50
"all",0,500,"MPCraw",15150.1524091774,"landscape",3,80,1,50
"all",0,500,"MPCdens",9.10465889974606,"landscape",3,80,1,50
"all",0,500,"MPCrmax",0.00369876767802184,"landscape",3,80,1,50
"all",0,10,"MPCpimp",0.182235800832515,"landscape",3,80,1,50
"all",0,100,"MPCpimp",0.231825644927019,"landscape",3,80,1,50
"all",0,500,"MPCpimp",0.232556268240346,"landscape",3,80,1,50
"all",0,10,"ECA",706.450533248189,"landscape",3,80,1,50
"all",0,10,"ECA_AP",0.424549599307806,"landscape",3,80,1,50
"all",0,100,"ECA",1372.56501600275,"landscape",3,80,1,50
"all",0,100,"ECA_AP",0.824858783655496,"landscape",3,80,1,50
"all",0,500,"ECA",1594.53442658264,"landscape",3,80,1,50
"all",0,500,"ECA_AP",0.958253862128992,"landscape",3,80,1,50
"all",0,10,"ECAimp",4.76506536657475,"landscape",3,80,1,50
"all",0,100,"ECAimp",5.4720120085676,"landscape",3,80,1,50
"all",0,500,"ECAimp",5.53941628194654,"landscape",3,80,1,50
"all",0,10,"BC",11.1666666666667,"landscape",3,80,1,50
"all",0,10,"ND",9.44444444444444,"landscape",3,80,1,50
"all",0,100,"BC",21.7222222222222,"landscape",3,80,1,50
"all",0,100,"ND",16.8888888888889,"landscape",3,80,1,50
"all",0,500,"BC",21.7222222222222,"landscape",3,80,1,50
"all",0,500,"ND",16.8888888888889,"landscape",3,80,1,50
"all",0,NA,"NND",3.78994743274588,"landscape",3,80,1,50
"all",0,NA,"eucdist",4.66163923603694,"landscape",3,80,1,50
