"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
"all",0,NA,"foc_ha",2.56,"landscape",22,80,1,50
"all",0,NA,"npatch",43,"landscape",22,80,1,50
"all",0,NA,"tpa_ha",0.3807,"landscape",22,80,1,50
"all",0,NA,"mnpa_ha",0.00885348837209302,"landscape",22,80,1,50
"all",0,10,"MPCraw",4361.53407626865,"landscape",22,80,1,50
"all",0,10,"MPCdens",1.14566169589405,"landscape",22,80,1,50
"all",0,10,"MPCrmax",0.00106482765533902,"landscape",22,80,1,50
"all",0,100,"MPCraw",20815.7747459254,"landscape",22,80,1,50
"all",0,100,"MPCdens",5.46776326396779,"landscape",22,80,1,50
"all",0,100,"MPCrmax",0.00508197625632944,"landscape",22,80,1,50
"all",0,500,"MPCraw",33886.3145836313,"landscape",22,80,1,50
"all",0,500,"MPCdens",8.90105452682723,"landscape",22,80,1,50
"all",0,500,"MPCrmax",0.00827302602139436,"landscape",22,80,1,50
"all",0,10,"MPCpimp",0.0651644386692125,"landscape",22,80,1,50
"all",0,100,"MPCpimp",0.143447475606092,"landscape",22,80,1,50
"all",0,500,"MPCpimp",0.145319869220155,"landscape",22,80,1,50
"all",0,10,"ECA",1021.41297322391,"landscape",22,80,1,50
"all",0,10,"ECA_AP",0.268298653329106,"landscape",22,80,1,50
"all",0,100,"ECA",2756.06531924766,"landscape",22,80,1,50
"all",0,100,"ECA_AP",0.723946761031694,"landscape",22,80,1,50
"all",0,500,"ECA",3545.95074243097,"landscape",22,80,1,50
"all",0,500,"ECA_AP",0.931429141694503,"landscape",22,80,1,50
"all",0,10,"ECAimp",1.89337295845242,"landscape",22,80,1,50
"all",0,100,"ECAimp",2.29540266877233,"landscape",22,80,1,50
"all",0,500,"ECAimp",2.32049132483902,"landscape",22,80,1,50
"all",0,10,"BC",15.3488372093023,"landscape",22,80,1,50
"all",0,10,"ND",9.95348837209302,"landscape",22,80,1,50
"all",0,100,"BC",75.4418604651163,"landscape",22,80,1,50
"all",0,100,"ND",41.906976744186,"landscape",22,80,1,50
"all",0,500,"BC",75.4418604651163,"landscape",22,80,1,50
"all",0,500,"ND",41.906976744186,"landscape",22,80,1,50
"all",0,NA,"NND",5.34373778123593,"landscape",22,80,1,50
"all",0,NA,"eucdist",7.03412336395122,"landscape",22,80,1,50
