"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
24,0,NA,"pa_ha",5e-04,"patch",8,80,1,50
16,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
12,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
22,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
7,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
11,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
33,0,NA,"pa_ha",0.0151,"patch",8,80,1,50
19,0,NA,"pa_ha",0.0194,"patch",8,80,1,50
38,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
3,0,NA,"pa_ha",0.0194,"patch",8,80,1,50
42,0,NA,"pa_ha",0,"patch",8,80,1,50
34,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
14,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
40,0,NA,"pa_ha",0.0054,"patch",8,80,1,50
8,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
31,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
4,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
29,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
39,0,NA,"pa_ha",0.0092,"patch",8,80,1,50
13,0,NA,"pa_ha",0.0097,"patch",8,80,1,50
24,0,10,"MPCpimp",0.0069618370932262,"patch",8,80,1,50
16,0,10,"MPCpimp",0.0995940165372332,"patch",8,80,1,50
12,0,10,"MPCpimp",0.106539456017281,"patch",8,80,1,50
22,0,10,"MPCpimp",0.0707674017952623,"patch",8,80,1,50
7,0,10,"MPCpimp",0.220541108970081,"patch",8,80,1,50
11,0,10,"MPCpimp",0.353728908076002,"patch",8,80,1,50
33,0,10,"MPCpimp",0.139639085976492,"patch",8,80,1,50
19,0,10,"MPCpimp",0.536125871404615,"patch",8,80,1,50
38,0,10,"MPCpimp",0.112735868988141,"patch",8,80,1,50
3,0,10,"MPCpimp",0.545485353009781,"patch",8,80,1,50
42,0,10,"MPCpimp",3.17180129198223e-18,"patch",8,80,1,50
34,0,10,"MPCpimp",0.099449955461167,"patch",8,80,1,50
14,0,10,"MPCpimp",0.325153937503563,"patch",8,80,1,50
40,0,10,"MPCpimp",0.036492162211091,"patch",8,80,1,50
8,0,10,"MPCpimp",0.185079637408856,"patch",8,80,1,50
31,0,10,"MPCpimp",0.0606159658512384,"patch",8,80,1,50
4,0,10,"MPCpimp",0.151448659833558,"patch",8,80,1,50
29,0,10,"MPCpimp",0.0387110164605493,"patch",8,80,1,50
39,0,10,"MPCpimp",0.0202126974581906,"patch",8,80,1,50
13,0,10,"MPCpimp",0.0547547007224266,"patch",8,80,1,50
