"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
1,0,NA,"eucdist",25.3179779052734,"pixel",7,80,1,50
2,0,NA,"eucdist",24.3310508728027,"pixel",7,80,1,50
3,0,NA,"eucdist",23.345235824585,"pixel",7,80,1,50
4,0,NA,"eucdist",22.3606796264648,"pixel",7,80,1,50
5,0,NA,"eucdist",21.3775577545166,"pixel",7,80,1,50
6,0,NA,"eucdist",20.3960781097412,"pixel",7,80,1,50
7,0,NA,"eucdist",19.4164886474609,"pixel",7,80,1,50
8,0,NA,"eucdist",18.4390888214111,"pixel",7,80,1,50
9,0,NA,"eucdist",17.4642486572266,"pixel",7,80,1,50
10,0,NA,"eucdist",16.4924221038818,"pixel",7,80,1,50
11,0,NA,"eucdist",15.5241746902466,"pixel",7,80,1,50
12,0,NA,"eucdist",14.5602197647095,"pixel",7,80,1,50
13,0,NA,"eucdist",13.6014709472656,"pixel",7,80,1,50
14,0,NA,"eucdist",12.6491107940674,"pixel",7,80,1,50
15,0,NA,"eucdist",11.7046995162964,"pixel",7,80,1,50
16,0,NA,"eucdist",10.7703294754028,"pixel",7,80,1,50
17,0,NA,"eucdist",9.84885787963867,"pixel",7,80,1,50
18,0,NA,"eucdist",8.9442720413208,"pixel",7,80,1,50
19,0,NA,"eucdist",8.06225776672363,"pixel",7,80,1,50
20,0,NA,"eucdist",7.21110248565674,"pixel",7,80,1,50
21,0,NA,"eucdist",6.40312433242798,"pixel",7,80,1,50
22,0,NA,"eucdist",5.65685415267944,"pixel",7,80,1,50
23,0,NA,"eucdist",5,"pixel",7,80,1,50
24,0,NA,"eucdist",4.24264049530029,"pixel",7,80,1,50
25,0,NA,"eucdist",3.60555124282837,"pixel",7,80,1,50
26,0,NA,"eucdist",2.82842707633972,"pixel",7,80,1,50
27,0,NA,"eucdist",2.2360680103302,"pixel",7,80,1,50
28,0,NA,"eucdist",1.41421353816986,"pixel",7,80,1,50
29,0,NA,"eucdist",1,"pixel",7,80,1,50
30,0,NA,"eucdist",1,"pixel",7,80,1,50
31,0,NA,"eucdist",1,"pixel",7,80,1,50
32,0,NA,"eucdist",1,"pixel",7,80,1,50
33,0,NA,"eucdist",1,"pixel",7,80,1,50
34,0,NA,"eucdist",1.41421353816986,"pixel",7,80,1,50
35,0,NA,"eucdist",2.2360680103302,"pixel",7,80,1,50
36,0,NA,"eucdist",2.82842707633972,"pixel",7,80,1,50
37,0,NA,"eucdist",2.82842707633972,"pixel",7,80,1,50
38,0,NA,"eucdist",2.2360680103302,"pixel",7,80,1,50
39,0,NA,"eucdist",1.41421353816986,"pixel",7,80,1,50
40,0,NA,"eucdist",1,"pixel",7,80,1,50
41,0,NA,"eucdist",0,"pixel",7,80,1,50
42,0,NA,"eucdist",0,"pixel",7,80,1,50
