"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
"all",0,NA,"foc_ha",2.56,"landscape",34,80,1,50
"all",0,NA,"npatch",31,"landscape",34,80,1,50
"all",0,NA,"tpa_ha",0.2582,"landscape",34,80,1,50
"all",0,NA,"mnpa_ha",0.00832903225806452,"landscape",34,80,1,50
"all",0,10,"MPCraw",2949.000511034,"landscape",34,80,1,50
"all",0,10,"MPCdens",1.14213807553602,"landscape",34,80,1,50
"all",0,10,"MPCrmax",0.000719970827889161,"landscape",34,80,1,50
"all",0,100,"MPCraw",14533.9410918281,"landscape",34,80,1,50
"all",0,100,"MPCdens",5.62894697592102,"landscape",34,80,1,50
"all",0,100,"MPCrmax",0.00354832546187209,"landscape",34,80,1,50
"all",0,500,"MPCraw",21954.8769342879,"landscape",34,80,1,50
"all",0,500,"MPCdens",8.50305071041358,"landscape",34,80,1,50
"all",0,500,"MPCrmax",0.00536007737653512,"landscape",34,80,1,50
"all",0,10,"MPCpimp",0.107024543003221,"landscape",34,80,1,50
"all",0,100,"MPCpimp",0.172806778391154,"landscape",34,80,1,50
"all",0,500,"MPCpimp",0.174838700271105,"landscape",34,80,1,50
"all",0,10,"ECA",790.120934231826,"landscape",34,80,1,50
"all",0,10,"ECA_AP",0.306011206131613,"landscape",34,80,1,50
"all",0,100,"ECA",1963.91384119092,"landscape",34,80,1,50
"all",0,100,"ECA_AP",0.760617289384554,"landscape",34,80,1,50
"all",0,500,"ECA",2432.51681329876,"landscape",34,80,1,50
"all",0,500,"ECA_AP",0.942105659681938,"landscape",34,80,1,50
"all",0,10,"ECAimp",2.65381723246572,"landscape",34,80,1,50
"all",0,100,"ECAimp",3.18352030403289,"landscape",34,80,1,50
"all",0,500,"ECAimp",3.21843545297823,"landscape",34,80,1,50
"all",0,10,"BC",16.9032258064516,"landscape",34,80,1,50
"all",0,10,"ND",9.48387096774194,"landscape",34,80,1,50
"all",0,100,"BC",53.4516129032258,"landscape",34,80,1,50
"all",0,100,"ND",29.9354838709677,"landscape",34,80,1,50
"all",0,500,"BC",53.4516129032258,"landscape",34,80,1,50
"all",0,500,"ND",29.9354838709677,"landscape",34,80,1,50
"all",0,NA,"NND",4.99998952836918,"landscape",34,80,1,50
"all",0,NA,"eucdist",6.94816437618299,"landscape",34,80,1,50
