"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
27,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
32,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
36,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
48,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
55,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
58,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
37,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
45,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
15,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
28,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
9,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
21,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
49,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
20,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
6,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
1,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
52,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
44,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
25,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
17,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
23,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
53,0,NA,"pa_ha",0.0097,"patch",33,80,1,50
60,0,NA,"pa_ha",0.0021,"patch",33,80,1,50
2,0,NA,"pa_ha",0.0092,"patch",33,80,1,50
47,0,NA,"pa_ha",0.0054,"patch",33,80,1,50
35,0,NA,"pa_ha",0.0012,"patch",33,80,1,50
27,0,10,"MPCpimp",0.328778024197362,"patch",33,80,1,50
32,0,10,"MPCpimp",0.422661273130697,"patch",33,80,1,50
36,0,10,"MPCpimp",0.485009098682248,"patch",33,80,1,50
48,0,10,"MPCpimp",0.262903437610397,"patch",33,80,1,50
55,0,10,"MPCpimp",0.199843142275362,"patch",33,80,1,50
58,0,10,"MPCpimp",0.142422736755341,"patch",33,80,1,50
37,0,10,"MPCpimp",0.409529493164516,"patch",33,80,1,50
45,0,10,"MPCpimp",0.275934859287534,"patch",33,80,1,50
15,0,10,"MPCpimp",0.0951767389832665,"patch",33,80,1,50
28,0,10,"MPCpimp",0.257993829501823,"patch",33,80,1,50
9,0,10,"MPCpimp",0.0574139615359082,"patch",33,80,1,50
21,0,10,"MPCpimp",0.118548843184132,"patch",33,80,1,50
49,0,10,"MPCpimp",0.0796674835403284,"patch",33,80,1,50
20,0,10,"MPCpimp",0.0401686702864056,"patch",33,80,1,50
6,0,10,"MPCpimp",0.015475279267863,"patch",33,80,1,50
1,0,10,"MPCpimp",0.0109025969089476,"patch",33,80,1,50
52,0,10,"MPCpimp",0.0258936424008857,"patch",33,80,1,50
44,0,10,"MPCpimp",0.0254688571236736,"patch",33,80,1,50
25,0,10,"MPCpimp",0.0305148544199868,"patch",33,80,1,50
17,0,10,"MPCpimp",0.0215378066725571,"patch",33,80,1,50
23,0,10,"MPCpimp",0.0263931283933534,"patch",33,80,1,50
53,0,10,"MPCpimp",0.00928524430456848,"patch",33,80,1,50
60,0,10,"MPCpimp",0.00167065381365189,"patch",33,80,1,50
2,0,10,"MPCpimp",0.00377548574670926,"patch",33,80,1,50
47,0,10,"MPCpimp",0.0054844730757128,"patch",33,80,1,50
35,0,10,"MPCpimp",0.0013897564710241,"patch",33,80,1,50
27,0,100,"MPCpimp",0.209537260468331,"patch",33,80,1,50
32,0,100,"MPCpimp",0.212760684584602,"patch",33,80,1,50
36,0,100,"MPCpimp",0.225301699528351,"patch",33,80,1,50
48,0,100,"MPCpimp",0.207922295287861,"patch",33,80,1,50
55,0,100,"MPCpimp",0.193109509742192,"patch",33,80,1,50
58,0,100,"MPCpimp",0.186196026950084,"patch",33,80,1,50
37,0,100,"MPCpimp",0.232419242538836,"patch",33,80,1,50
45,0,100,"MPCpimp",0.221164975214271,"patch",33,80,1,50
15,0,100,"MPCpimp",0.211722967058955,"patch",33,80,1,50
28,0,100,"MPCpimp",0.232150599758753,"patch",33,80,1,50
9,0,100,"MPCpimp",0.201889412290567,"patch",33,80,1,50
21,0,100,"MPCpimp",0.225750566422352,"patch",33,80,1,50
49,0,100,"MPCpimp",0.214840518411988,"patch",33,80,1,50
20,0,100,"MPCpimp",0.221556609442318,"patch",33,80,1,50
6,0,100,"MPCpimp",0.190093223769667,"patch",33,80,1,50
1,0,100,"MPCpimp",0.174050979823804,"patch",33,80,1,50
52,0,100,"MPCpimp",0.193795595126762,"patch",33,80,1,50
44,0,100,"MPCpimp",0.207075734069282,"patch",33,80,1,50
25,0,100,"MPCpimp",0.216427793141384,"patch",33,80,1,50
17,0,100,"MPCpimp",0.199778078305733,"patch",33,80,1,50
23,0,100,"MPCpimp",0.203819275607664,"patch",33,80,1,50
53,0,100,"MPCpimp",0.173512211382059,"patch",33,80,1,50
60,0,100,"MPCpimp",0.0713229506178503,"patch",33,80,1,50
2,0,100,"MPCpimp",0.155702757759028,"patch",33,80,1,50
47,0,100,"MPCpimp",0.132340677819794,"patch",33,80,1,50
35,0,100,"MPCpimp",0.0643658082475704,"patch",33,80,1,50
27,0,500,"MPCpimp",0.205662304817662,"patch",33,80,1,50
32,0,500,"MPCpimp",0.206149873015947,"patch",33,80,1,50
36,0,500,"MPCpimp",0.208761352450793,"patch",33,80,1,50
48,0,500,"MPCpimp",0.205012636582429,"patch",33,80,1,50
55,0,500,"MPCpimp",0.20175159744892,"patch",33,80,1,50
58,0,500,"MPCpimp",0.200368085270455,"patch",33,80,1,50
37,0,500,"MPCpimp",0.21049625134508,"patch",33,80,1,50
45,0,500,"MPCpimp",0.208075079477671,"patch",33,80,1,50
15,0,500,"MPCpimp",0.206505243320819,"patch",33,80,1,50
28,0,500,"MPCpimp",0.210665413379111,"patch",33,80,1,50
9,0,500,"MPCpimp",0.204460022811243,"patch",33,80,1,50
21,0,500,"MPCpimp",0.209525585735062,"patch",33,80,1,50
49,0,500,"MPCpimp",0.207381019863896,"patch",33,80,1,50
20,0,500,"MPCpimp",0.208974832068739,"patch",33,80,1,50
6,0,500,"MPCpimp",0.201803311648424,"patch",33,80,1,50
1,0,500,"MPCpimp",0.197971440810397,"patch",33,80,1,50
52,0,500,"MPCpimp",0.203017693200082,"patch",33,80,1,50
44,0,500,"MPCpimp",0.206261057448103,"patch",33,80,1,50
25,0,500,"MPCpimp",0.20818745734994,"patch",33,80,1,50
17,0,500,"MPCpimp",0.204365995957917,"patch",33,80,1,50
23,0,500,"MPCpimp",0.205464656896603,"patch",33,80,1,50
53,0,500,"MPCpimp",0.198598554100121,"patch",33,80,1,50
60,0,500,"MPCpimp",0.090030027857859,"patch",33,80,1,50
2,0,500,"MPCpimp",0.189588845738834,"patch",33,80,1,50
47,0,500,"MPCpimp",0.149063190688619,"patch",33,80,1,50
35,0,500,"MPCpimp",0.0708616152267761,"patch",33,80,1,50
27,0,10,"ECAimp",3.74189126887103,"patch",33,80,1,50
32,0,10,"ECAimp",4.72071376785002,"patch",33,80,1,50
36,0,10,"ECAimp",5.56457568577447,"patch",33,80,1,50
48,0,10,"ECAimp",4.36056959958642,"patch",33,80,1,50
55,0,10,"ECAimp",4.07237203231048,"patch",33,80,1,50
58,0,10,"ECAimp",3.10041447763469,"patch",33,80,1,50
37,0,10,"ECAimp",4.84052844524533,"patch",33,80,1,50
45,0,10,"ECAimp",4.33708937303576,"patch",33,80,1,50
15,0,10,"ECAimp",3.59656737030631,"patch",33,80,1,50
28,0,10,"ECAimp",3.79468935930248,"patch",33,80,1,50
9,0,10,"ECAimp",2.86657723075972,"patch",33,80,1,50
21,0,10,"ECAimp",3.76704629961061,"patch",33,80,1,50
49,0,10,"ECAimp",2.68537619706895,"patch",33,80,1,50
20,0,10,"ECAimp",3.04656214152633,"patch",33,80,1,50
6,0,10,"ECAimp",3.23848302281809,"patch",33,80,1,50
1,0,10,"ECAimp",2.94044251212392,"patch",33,80,1,50
52,0,10,"ECAimp",2.81096429025223,"patch",33,80,1,50
44,0,10,"ECAimp",2.65905750655237,"patch",33,80,1,50
25,0,10,"ECAimp",3.76851208395511,"patch",33,80,1,50
17,0,10,"ECAimp",3.2807496681168,"patch",33,80,1,50
23,0,10,"ECAimp",3.88969039802127,"patch",33,80,1,50
53,0,10,"ECAimp",2.49253377929846,"patch",33,80,1,50
60,0,10,"ECAimp",0.267559412507506,"patch",33,80,1,50
2,0,10,"ECAimp",1.51798366104324,"patch",33,80,1,50
47,0,10,"ECAimp",1.3144513570184,"patch",33,80,1,50
35,0,10,"ECAimp",0.107807901634595,"patch",33,80,1,50
27,0,100,"ECAimp",4.17990882203584,"patch",33,80,1,50
32,0,100,"ECAimp",4.24728991330749,"patch",33,80,1,50
36,0,100,"ECAimp",4.5175745404865,"patch",33,80,1,50
48,0,100,"ECAimp",4.18237144961009,"patch",33,80,1,50
55,0,100,"ECAimp",3.88780767491437,"patch",33,80,1,50
58,0,100,"ECAimp",3.75756929575067,"patch",33,80,1,50
37,0,100,"ECAimp",4.6784838616181,"patch",33,80,1,50
45,0,100,"ECAimp",4.46575423573391,"patch",33,80,1,50
15,0,100,"ECAimp",4.25825614661646,"patch",33,80,1,50
28,0,100,"ECAimp",4.6719607011185,"patch",33,80,1,50
9,0,100,"ECAimp",4.07314913673696,"patch",33,80,1,50
21,0,100,"ECAimp",4.55800269056125,"patch",33,80,1,50
49,0,100,"ECAimp",4.3763241159492,"patch",33,80,1,50
20,0,100,"ECAimp",4.51200515619558,"patch",33,80,1,50
6,0,100,"ECAimp",3.88272672211215,"patch",33,80,1,50
1,0,100,"ECAimp",3.55201388647856,"patch",33,80,1,50
52,0,100,"ECAimp",3.97761721465465,"patch",33,80,1,50
44,0,100,"ECAimp",4.25233221276775,"patch",33,80,1,50
25,0,100,"ECAimp",4.42542758607568,"patch",33,80,1,50
17,0,100,"ECAimp",4.08920451776908,"patch",33,80,1,50
23,0,100,"ECAimp",4.17280383963824,"patch",33,80,1,50
53,0,100,"ECAimp",3.58024514475759,"patch",33,80,1,50
60,0,100,"ECAimp",0.697164621054716,"patch",33,80,1,50
2,0,100,"ECAimp",3.10423353091301,"patch",33,80,1,50
47,0,100,"ECAimp",2.05783683577043,"patch",33,80,1,50
35,0,100,"ECAimp",0.473061586816463,"patch",33,80,1,50
27,0,500,"ECAimp",4.19637004784371,"patch",33,80,1,50
32,0,500,"ECAimp",4.20704297569666,"patch",33,80,1,50
36,0,500,"ECAimp",4.26365988931271,"patch",33,80,1,50
48,0,500,"ECAimp",4.18613917056255,"patch",33,80,1,50
55,0,500,"ECAimp",4.1180633096188,"patch",33,80,1,50
58,0,500,"ECAimp",4.09021270263575,"patch",33,80,1,50
37,0,500,"ECAimp",4.30175739087117,"patch",33,80,1,50
45,0,500,"ECAimp",4.25212283849573,"patch",33,80,1,50
15,0,500,"ECAimp",4.21578814770354,"patch",33,80,1,50
28,0,500,"ECAimp",4.30479287175175,"patch",33,80,1,50
9,0,500,"ECAimp",4.17322636800236,"patch",33,80,1,50
21,0,500,"ECAimp",4.28111625209823,"patch",33,80,1,50
49,0,500,"ECAimp",4.24148606243165,"patch",33,80,1,50
20,0,500,"ECAimp",4.27264275994688,"patch",33,80,1,50
6,0,500,"ECAimp",4.12032464779614,"patch",33,80,1,50
1,0,500,"ECAimp",4.03908198848319,"patch",33,80,1,50
52,0,500,"ECAimp",4.15312877091969,"patch",33,80,1,50
44,0,500,"ECAimp",4.22149046854312,"patch",33,80,1,50
25,0,500,"ECAimp",4.25885884854304,"patch",33,80,1,50
17,0,500,"ECAimp",4.17753305900702,"patch",33,80,1,50
23,0,500,"ECAimp",4.20200448177696,"patch",33,80,1,50
53,0,500,"ECAimp",4.06265974582703,"patch",33,80,1,50
60,0,500,"ECAimp",0.859415483030492,"patch",33,80,1,50
2,0,500,"ECAimp",3.76733327718891,"patch",33,80,1,50
47,0,500,"ECAimp",2.27931314958134,"patch",33,80,1,50
35,0,500,"ECAimp",0.511293178280178,"patch",33,80,1,50
27,0,10,"BC",0,"patch",33,80,1,50
32,0,10,"BC",14,"patch",33,80,1,50
36,0,10,"BC",27,"patch",33,80,1,50
48,0,10,"BC",26,"patch",33,80,1,50
55,0,10,"BC",14,"patch",33,80,1,50
58,0,10,"BC",0,"patch",33,80,1,50
37,0,10,"BC",59,"patch",33,80,1,50
45,0,10,"BC",52,"patch",33,80,1,50
15,0,10,"BC",19,"patch",33,80,1,50
28,0,10,"BC",35,"patch",33,80,1,50
9,0,10,"BC",8,"patch",33,80,1,50
21,0,10,"BC",42,"patch",33,80,1,50
49,0,10,"BC",24,"patch",33,80,1,50
20,0,10,"BC",18,"patch",33,80,1,50
6,0,10,"BC",12,"patch",33,80,1,50
1,0,10,"BC",5,"patch",33,80,1,50
52,0,10,"BC",10,"patch",33,80,1,50
44,0,10,"BC",3,"patch",33,80,1,50
25,0,10,"BC",13,"patch",33,80,1,50
17,0,10,"BC",7,"patch",33,80,1,50
23,0,10,"BC",14,"patch",33,80,1,50
53,0,10,"BC",8,"patch",33,80,1,50
60,0,10,"BC",0,"patch",33,80,1,50
2,0,10,"BC",0,"patch",33,80,1,50
47,0,10,"BC",6,"patch",33,80,1,50
35,0,10,"BC",6,"patch",33,80,1,50
27,0,10,"ND",9,"patch",33,80,1,50
32,0,10,"ND",9,"patch",33,80,1,50
36,0,10,"ND",11,"patch",33,80,1,50
48,0,10,"ND",9,"patch",33,80,1,50
55,0,10,"ND",7,"patch",33,80,1,50
58,0,10,"ND",7,"patch",33,80,1,50
37,0,10,"ND",13,"patch",33,80,1,50
45,0,10,"ND",11,"patch",33,80,1,50
15,0,10,"ND",11,"patch",33,80,1,50
28,0,10,"ND",12,"patch",33,80,1,50
9,0,10,"ND",9,"patch",33,80,1,50
21,0,10,"ND",13,"patch",33,80,1,50
49,0,10,"ND",12,"patch",33,80,1,50
20,0,10,"ND",12,"patch",33,80,1,50
6,0,10,"ND",9,"patch",33,80,1,50
1,0,10,"ND",8,"patch",33,80,1,50
52,0,10,"ND",8,"patch",33,80,1,50
44,0,10,"ND",10,"patch",33,80,1,50
25,0,10,"ND",11,"patch",33,80,1,50
17,0,10,"ND",9,"patch",33,80,1,50
23,0,10,"ND",10,"patch",33,80,1,50
53,0,10,"ND",6,"patch",33,80,1,50
60,0,10,"ND",5,"patch",33,80,1,50
2,0,10,"ND",5,"patch",33,80,1,50
47,0,10,"ND",8,"patch",33,80,1,50
35,0,10,"ND",8,"patch",33,80,1,50
27,0,100,"BC",0,"patch",33,80,1,50
32,0,100,"BC",24,"patch",33,80,1,50
36,0,100,"BC",46,"patch",33,80,1,50
48,0,100,"BC",46,"patch",33,80,1,50
55,0,100,"BC",24,"patch",33,80,1,50
58,0,100,"BC",0,"patch",33,80,1,50
37,0,100,"BC",134,"patch",33,80,1,50
