"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
74,0,NA,"pa_ha",0,"patch",16,80,1,50
17,0,NA,"pa_ha",0.0021,"patch",16,80,1,50
23,0,NA,"pa_ha",0.0043,"patch",16,80,1,50
53,0,NA,"pa_ha",0.0085,"patch",16,80,1,50
60,0,NA,"pa_ha",0.0085,"patch",16,80,1,50
63,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
47,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
73,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
35,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
72,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
18,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
26,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
41,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
30,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
24,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
62,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
69,0,NA,"pa_ha",0.0194,"patch",16,80,1,50
16,0,NA,"pa_ha",0.0076,"patch",16,80,1,50
22,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
61,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
46,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
70,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
33,0,NA,"pa_ha",0.0194,"patch",16,80,1,50
75,0,NA,"pa_ha",0.0032,"patch",16,80,1,50
51,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
19,0,NA,"pa_ha",0.0194,"patch",16,80,1,50
38,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
56,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
77,0,NA,"pa_ha",0,"patch",16,80,1,50
42,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
34,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
14,0,NA,"pa_ha",0.0043,"patch",16,80,1,50
50,0,NA,"pa_ha",0.0097,"patch",16,80,1,50
