"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
"all",0,NA,"foc_ha",2.56,"landscape",31,80,1,50
"all",0,NA,"npatch",8,"landscape",31,80,1,50
"all",0,NA,"tpa_ha",0.0647,"landscape",31,80,1,50
"all",0,NA,"mnpa_ha",0.0080875,"landscape",31,80,1,50
"all",0,10,"MPCraw",1929.81653572356,"landscape",31,80,1,50
"all",0,10,"MPCdens",2.98271489292667,"landscape",31,80,1,50
"all",0,10,"MPCrmax",0.000471146615166884,"landscape",31,80,1,50
"all",0,100,"MPCraw",4743.2802930256,"landscape",31,80,1,50
"all",0,100,"MPCdens",7.33119056109058,"landscape",31,80,1,50
"all",0,100,"MPCrmax",0.00115802741528945,"landscape",31,80,1,50
"all",0,500,"MPCraw",5742.8192456806,"landscape",31,80,1,50
"all",0,500,"MPCdens",8.87607302269027,"landscape",31,80,1,50
"all",0,500,"MPCrmax",0.00140205547990249,"landscape",31,80,1,50
"all",0,10,"MPCpimp",0.271651692136478,"landscape",31,80,1,50
"all",0,100,"MPCpimp",0.346694668891692,"landscape",31,80,1,50
"all",0,500,"MPCpimp",0.347750003677309,"landscape",31,80,1,50
"all",0,10,"ECA",335.527160448164,"landscape",31,80,1,50
"all",0,10,"ECA_AP",0.518589119703499,"landscape",31,80,1,50
"all",0,100,"ECA",571.516373943391,"landscape",31,80,1,50
"all",0,100,"ECA_AP",0.883332880901686,"landscape",31,80,1,50
"all",0,500,"ECA",630.230848959548,"landscape",31,80,1,50
"all",0,500,"ECA_AP",0.974081683090492,"landscape",31,80,1,50
"all",0,10,"ECAimp",9.9320394246728,"landscape",31,80,1,50
"all",0,100,"ECAimp",12.2253532262559,"landscape",31,80,1,50
"all",0,500,"ECAimp",12.4468489015629,"landscape",31,80,1,50
"all",0,10,"BC",4.125,"landscape",31,80,1,50
"all",0,10,"ND",6,"landscape",31,80,1,50
"all",0,100,"BC",4.125,"landscape",31,80,1,50
"all",0,100,"ND",7,"landscape",31,80,1,50
"all",0,500,"BC",4.125,"landscape",31,80,1,50
"all",0,500,"ND",7,"landscape",31,80,1,50
"all",0,NA,"NND",7.34099025766973,"landscape",31,80,1,50
"all",0,NA,"eucdist",10.6471666778218,"landscape",31,80,1,50
