"pid","minsize","alpha","metric","value","level","cid","radius","resolution","incr"
1,0,NA,"eucdist",4,"pixel",4,80,1,50
2,0,NA,"eucdist",4,"pixel",4,80,1,50
3,0,NA,"eucdist",4.12310552597046,"pixel",4,80,1,50
4,0,NA,"eucdist",4.4721360206604,"pixel",4,80,1,50
5,0,NA,"eucdist",5,"pixel",4,80,1,50
6,0,NA,"eucdist",5.65685415267944,"pixel",4,80,1,50
7,0,NA,"eucdist",6.40312433242798,"pixel",4,80,1,50
8,0,NA,"eucdist",7.07106781005859,"pixel",4,80,1,50
9,0,NA,"eucdist",7.81024980545044,"pixel",4,80,1,50
10,0,NA,"eucdist",8.48528099060059,"pixel",4,80,1,50
11,0,NA,"eucdist",9.21954441070557,"pixel",4,80,1,50
12,0,NA,"eucdist",9.89949512481689,"pixel",4,80,1,50
13,0,NA,"eucdist",10.6301460266113,"pixel",4,80,1,50
14,0,NA,"eucdist",11.4017543792725,"pixel",4,80,1,50
15,0,NA,"eucdist",12.2065553665161,"pixel",4,80,1,50
16,0,NA,"eucdist",13.0384044647217,"pixel",4,80,1,50
17,0,NA,"eucdist",13.8924436569214,"pixel",4,80,1,50
18,0,NA,"eucdist",14.7648229598999,"pixel",4,80,1,50
19,0,NA,"eucdist",15.65247631073,"pixel",4,80,1,50
20,0,NA,"eucdist",16.5529460906982,"pixel",4,80,1,50
21,0,NA,"eucdist",17.4642486572266,"pixel",4,80,1,50
22,0,NA,"eucdist",18.3847770690918,"pixel",4,80,1,50
23,0,NA,"eucdist",19.3132076263428,"pixel",4,80,1,50
24,0,NA,"eucdist",20.2484569549561,"pixel",4,80,1,50
25,0,NA,"eucdist",19.6468830108643,"pixel",4,80,1,50
26,0,NA,"eucdist",18.6815414428711,"pixel",4,80,1,50
27,0,NA,"eucdist",17.7200450897217,"pixel",4,80,1,50
28,0,NA,"eucdist",16.763053894043,"pixel",4,80,1,50
29,0,NA,"eucdist",15.8113880157471,"pixel",4,80,1,50
30,0,NA,"eucdist",14.8660688400269,"pixel",4,80,1,50
31,0,NA,"eucdist",13.9283885955811,"pixel",4,80,1,50
32,0,NA,"eucdist",13,"pixel",4,80,1,50
33,0,NA,"eucdist",12.0830459594727,"pixel",4,80,1,50
34,0,NA,"eucdist",11.1803398132324,"pixel",4,80,1,50
35,0,NA,"eucdist",10.2956304550171,"pixel",4,80,1,50
36,0,NA,"eucdist",9.43398094177246,"pixel",4,80,1,50
37,0,NA,"eucdist",8.60232543945312,"pixel",4,80,1,50
38,0,NA,"eucdist",7.81024980545044,"pixel",4,80,1,50
39,0,NA,"eucdist",7.07106781005859,"pixel",4,80,1,50
40,0,NA,"eucdist",6.40312433242798,"pixel",4,80,1,50
41,0,NA,"eucdist",5.65685415267944,"pixel",4,80,1,50
42,0,NA,"eucdist",5,"pixel",4,80,1,50
43,0,NA,"eucdist",4.24264049530029,"pixel",4,80,1,50
44,0,NA,"eucdist",3.60555124282837,"pixel",4,80,1,50
45,0,NA,"eucdist",2.82842707633972,"pixel",4,80,1,50
46,0,NA,"eucdist",2.2360680103302,"pixel",4,80,1,50
47,0,NA,"eucdist",2,"pixel",4,80,1,50
48,0,NA,"eucdist",2,"pixel",4,80,1,50
49,0,NA,"eucdist",2,"pixel",4,80,1,50
50,0,NA,"eucdist",1,"pixel",4,80,1,50
51,0,NA,"eucdist",0,"pixel",4,80,1,50
52,0,NA,"eucdist",0,"pixel",4,80,1,50
53,0,NA,"eucdist",0,"pixel",4,80,1,50
54,0,NA,"eucdist",0,"pixel",4,80,1,50
55,0,NA,"eucdist",0,"pixel",4,80,1,50
56,0,NA,"eucdist",0,"pixel",4,80,1,50
57,0,NA,"eucdist",0,"pixel",4,80,1,50
58,0,NA,"eucdist",0,"pixel",4,80,1,50
59,0,NA,"eucdist",0,"pixel",4,80,1,50
60,0,NA,"eucdist",1,"pixel",4,80,1,50
61,0,NA,"eucdist",2,"pixel",4,80,1,50
62,0,NA,"eucdist",2.2360680103302,"pixel",4,80,1,50
63,0,NA,"eucdist",1.41421353816986,"pixel",4,80,1,50
64,0,NA,"eucdist",1,"pixel",4,80,1,50
65,0,NA,"eucdist",1,"pixel",4,80,1,50
66,0,NA,"eucdist",1,"pixel",4,80,1,50
67,0,NA,"eucdist",1,"pixel",4,80,1,50
68,0,NA,"eucdist",1,"pixel",4,80,1,50
69,0,NA,"eucdist",1.41421353816986,"pixel",4,80,1,50
70,0,NA,"eucdist",2.2360680103302,"pixel",4,80,1,50
71,0,NA,"eucdist",2.82842707633972,"pixel",4,80,1,50
72,0,NA,"eucdist",3.60555124282837,"pixel",4,80,1,50
